MUESTRA,PUNTO,LADO,COOR1,COOR2,EDAD,SEXO,EDAD.SEXO,LONG.TOT,ANTREAL1,ANTREAL2,ANTREAL3,ANTREAL4,ANTTOT,DIAMCAB,UNA,EMPODIO3,MAN,DENS,MUCRON,FURTOT,PAO,OJO,TORAX2,ABDOM1,ABDOM4,ABDOM5,ABDOM6,ABDOMTOT
A,A,Central,10,137.5,Joven,Desconocido,Joven-Desconocido,830,12,28,30,58,16,168,15,7,50,28,10,88,12,7,100,72,70,58,10,210
B,B,Central,12,136.5,Joven,Desconocido,Joven-Desconocido,670,14,26,27,49,10,128,18,10,46,21,8,75,9,0,86,70,62,46,8,186
B,B,Central,12,136,Adulto,Macho,Adulto-Macho,1080,30,40,44,70,44,192,2,16,0,0,0,0,8,0,110,82,110,78,10,280
B,B,Central,11,139.5,Desconocido,Desconocido,Desconocido-Desconocido,1080,26,38,40,64,36,192,26,14,0,0,0,0,0,0,150,90,120,68,12,290
B,B,Central,11,142,Desconocido,Desconocido,Desconocido-Desconocido,1020,22,38,38,60,31,184,26,14,42,34,14,90,14,10,130,90,110,64,24,288
B,B,Central,11.5,136.5,Adulto,Hembra,Adulto-Hembra,1420,32,50,48,80,57,0,38,16,64,26,18,108,18,10,180,134,176,86,60,456
B,B,Central,12,140,Adulto,Hembra,Adulto-Hembra,1400,32,60,56,58,55,0,38,20,82,46,22,150,24,12,192,134,192,0,0,326
B,B,Central,11.5,143,Desconocido,Desconocido,Desconocido-Desconocido,1200,28,42,42,72,44,168,30,14,0,44,18,62,20,10,160,106,150,100,28,384
B,B,Central,11.5,137,Adulto,Hembra,Adulto-Hembra,1460,32,60,54,82,66,208,42,20,96,44,22,162,20,12,180,130,174,110,38,452
B,B,Central,11,140.5,Adulto,Hembra,Adulto-Hembra,1380,26,50,50,84,57,0,36,18,98,46,22,166,20,10,168,128,150,106,30,414
C,,,11,136,Joven,Desconocido,Joven-Desconocido,810,18,28,32,54,18,152,22,10,60,28,14,102,14,0,88,50,78,68,34,230
C,,,11,141.5,Joven,Desconocido,Joven-Desconocido,800,20,32,32,56,22,168,16,0,60,28,14,102,18,0,110,70,90,56,10,226
C,,,11,143.5,Joven,Desconocido,Joven-Desconocido,860,14,34,34,54,20,160,24,10,50,30,12,92,14,0,110,70,0,0,0,70
C,,,11,138,Joven,Desconocido,Joven-Desconocido,620,20,26,28,48,13,128,18,10,32,22,10,64,0,0,86,50,60,48,18,176
C,,,11.5,145.5,Joven,Desconocido,Joven-Desconocido,600,16,26,26,48,10,112,20,10,60,20,10,90,0,0,74,50,60,28,20,158
C,,,7,136,Joven,Desconocido,Joven-Desconocido,560,16,20,24,44,5,112,18,12,0,0,0,0,0,0,68,50,56,30,22,158
C,,,8.5,140,Joven,Desconocido,Joven-Desconocido,560,16,22,22,42,4,120,20,10,28,20,10,58,0,8,58,50,56,40,14,160
C,,,11,134.5,Joven,Desconocido,Joven-Desconocido,890,18,30,34,60,23,168,22,10,46,34,12,92,0,0,110,80,96,66,24,266
C,,,12,139.5,Joven,Desconocido,Joven-Desconocido,840,20,30,32,58,22,152,26,10,60,24,10,94,0,0,108,74,72,60,16,222
C,,,11,144,Joven,Desconocido,Joven-Desconocido,860,20,30,34,60,24,184,22,12,30,28,12,70,16,0,98,78,80,60,20,238
C,,,11,134,Joven,Desconocido,Joven-Desconocido,700,18,24,32,50,14,120,24,10,30,24,10,64,0,0,98,60,72,46,18,196
C,,,11,140.5,Joven,Desconocido,Joven-Desconocido,940,22,34,36,54,25,200,28,12,56,30,18,104,0,0,114,86,94,64,26,270
C,,,11,143.5,Joven,Desconocido,Joven-Desconocido,780,20,22,30,60,18,136,20,10,36,24,10,70,8,0,104,70,82,58,18,228
C,,,11,137,Joven,Desconocido,Joven-Desconocido,840,20,34,28,56,21,144,30,12,0,24,12,36,0,8,94,80,88,56,20,244
C,,,10,141,Joven,Desconocido,Joven-Desconocido,960,20,30,36,60,25,176,24,10,0,0,10,10,18,0,130,90,98,68,20,276
C,,,10,143,Joven,Desconocido,Joven-Desconocido,900,20,30,36,56,23,168,22,8,0,26,12,38,0,0,98,70,80,56,16,222
C,,,9,136,Joven,Desconocido,Joven-Desconocido,780,22,30,32,56,22,152,20,10,0,30,10,40,10,10,100,64,80,48,16,208
C,,,11,140,Joven,Desconocido,Joven-Desconocido,820,20,26,28,56,17,160,22,8,0,30,10,40,10,0,110,74,82,56,16,228
C,,,11,143,Joven,Desconocido,Joven-Desconocido,800,20,24,30,46,12,160,24,10,40,24,10,74,10,0,100,66,86,56,16,224
C,,,12,139,Joven,Desconocido,Joven-Desconocido,940,16,30,36,60,23,160,26,14,66,28,14,108,10,0,0,82,94,68,22,266
C,,,11,142,Preadulto,Macho,Preadulto-Macho,1080,20,40,38,106,54,216,30,14,62,32,18,112,16,0,132,92,134,80,24,330
C,,,11,146,Joven,Desconocido,Joven-Desconocido,890,24,30,34,60,26,160,24,12,0,28,12,40,0,0,102,74,88,70,10,242
C,,,13,137,Desconocido,Desconocido,Desconocido-Desconocido,880,20,30,30,50,17,144,22,12,0,0,0,0,0,0,110,84,100,34,18,236
C,,,12,140,Desconocido,Desconocido,Desconocido-Desconocido,980,20,32,32,60,24,200,20,12,0,0,12,12,10,0,116,86,96,60,16,258
C,,,12,143,Joven,Desconocido,Joven-Desconocido,780,0,0,0,0,2,152,24,12,48,30,16,94,0,0,120,110,106,64,20,300
C,,,11,137,Joven,Desconocido,Joven-Desconocido,840,18,26,28,58,17,152,24,10,0,0,0,0,0,0,102,68,80,60,16,224
C,,,10,140,Adulto,Macho,Adulto-Macho,1000,22,34,34,62,28,192,26,16,0,0,0,0,10,0,100,100,84,64,18,266
C,,,10,144,Preadulto,Macho,Preadulto-Macho,1000,24,38,36,62,32,184,26,14,50,28,16,94,16,0,118,90,110,72,20,292
C,,,10,136,Adulto,Macho,Adulto-Macho,940,24,32,34,60,27,160,22,11,40,32,12,84,16,0,122,0,94,56,20,170
C,,,12,140,Joven,Desconocido,Joven-Desconocido,900,18,32,34,56,22,152,24,10,50,28,16,94,10,0,130,82,104,62,22,270
C,,,10,143,Joven,Desconocido,Joven-Desconocido,720,16,24,28,48,10,128,20,8,0,0,0,0,16,0,82,54,62,48,12,176
C,,,8,137,Desconocido,Desconocido,Desconocido-Desconocido,920,20,30,38,54,23,160,24,12,56,26,14,96,12,0,124,80,110,60,18,268
C,,,10,140,Desconocido,Desconocido,Desconocido-Desconocido,840,20,30,34,56,22,160,28,14,60,28,16,104,12,0,100,78,104,60,18,260
C,,,10,144,Desconocido,Desconocido,Desconocido-Desconocido,940,20,30,36,58,24,160,26,14,60,38,16,114,12,0,112,86,94,64,22,266
C,,,8,134,Joven,Desconocido,Joven-Desconocido,920,22,26,38,60,25,168,30,12,60,30,16,106,12,0,102,80,110,68,20,278
C,,,12,139,Adulto,Macho,Adulto-Macho,1000,22,34,40,60,30,192,28,14,40,30,16,86,12,0,124,94,120,70,24,308
C,,,11,144,Preadulto,Macho,Preadulto-Macho,1140,26,38,42,66,38,200,30,12,56,30,20,106,14,10,124,98,130,74,24,326
C,,,16,134,Desconocido,Desconocido,Desconocido-Desconocido,860,20,28,34,56,21,176,20,10,42,26,12,80,0,0,94,78,110,58,12,258
C,,,15,140,Desconocido,Desconocido,Desconocido-Desconocido,740,16,26,30,52,14,128,20,10,30,26,8,64,0,0,90,68,82,54,10,214
C,,,15,143,Desconocido,Desconocido,Desconocido-Desconocido,940,20,32,36,58,25,160,28,12,50,28,14,92,16,10,98,92,110,66,14,282
C,,,11,136,Desconocido,Desconocido,Desconocido-Desconocido,860,18,30,32,54,19,160,22,12,50,0,0,50,12,0,102,70,92,52,14,228
C,,,12,139,Desconocido,Desconocido,Desconocido-Desconocido,920,24,32,38,56,27,176,22,12,46,26,16,88,14,0,110,80,98,60,14,252
C,,,11,142,Desconocido,Desconocido,Desconocido-Desconocido,960,20,30,34,60,24,160,28,12,50,26,18,94,18,8,114,84,116,68,12,280
C,,,14,133,Joven,Desconocido,Joven-Desconocido,900,20,32,32,58,23,160,22,12,44,26,14,84,16,0,108,84,106,54,10,254
C,,,14,139,Desconocido,Desconocido,Desconocido-Desconocido,940,24,34,40,56,29,160,24,12,40,30,12,82,12,8,114,0,102,68,12,182
C,,,14,143,Desconocido,Desconocido,Desconocido-Desconocido,880,20,30,32,58,22,160,22,10,44,30,14,88,14,0,114,74,102,54,10,240
C,,,12,132,Desconocido,Desconocido,Desconocido-Desconocido,920,24,34,34,52,24,216,22,10,50,30,12,92,0,10,116,80,94,62,14,250
C,,,12,136,Desconocido,Desconocido,Desconocido-Desconocido,820,20,28,30,50,16,160,26,12,46,28,16,90,12,0,92,76,98,50,10,234
C,,,11,141,Desconocido,Desconocido,Desconocido-Desconocido,980,20,30,34,60,24,168,26,12,50,28,18,96,0,0,126,90,120,66,14,290
C,,,13,135,Desconocido,Desconocido,Desconocido-Desconocido,920,14,32,32,60,21,168,22,10,58,30,14,102,16,10,120,86,110,62,14,272
C,,,13,138,Adulto,Hembra,Adulto-Hembra,1080,22,38,40,64,34,208,28,12,56,28,18,102,14,10,126,92,120,68,20,300
C,,,12,142,Desconocido,Desconocido,Desconocido-Desconocido,960,24,34,40,60,31,184,26,12,50,30,18,98,14,0,110,90,110,62,14,276
C,,,9,135,Desconocido,Desconocido,Desconocido-Desconocido,960,22,32,34,58,25,160,22,12,52,28,14,94,0,10,120,82,104,60,14,260
C,,,8,139,Desconocido,Desconocido,Desconocido-Desconocido,960,22,30,36,62,27,160,26,12,40,30,16,86,0,0,130,94,112,62,16,284
C,,,9,142,Desconocido,Desconocido,Desconocido-Desconocido,940,22,32,36,58,26,168,26,10,48,26,16,90,18,8,110,88,110,70,0,268
C,,,10,137,Desconocido,Desconocido,Desconocido-Desconocido,960,20,36,38,60,29,176,24,12,50,30,14,94,12,10,120,90,88,56,14,248
C,,,11,143,Desconocido,Desconocido,Desconocido-Desconocido,900,20,30,34,56,22,184,22,12,46,26,14,86,14,0,106,90,104,58,14,266
C,,,15,132,Joven,Desconocido,Joven-Desconocido,660,16,24,26,50,10,120,18,8,30,20,10,60,8,0,86,60,70,40,12,182
C,,,13,143,Joven,Desconocido,Joven-Desconocido,680,16,26,28,46,10,120,16,8,30,18,10,58,10,0,80,56,68,40,10,174
C,,,8,136,Joven,Desconocido,Joven-Desconocido,700,18,28,28,50,14,120,16,8,42,20,10,72,8,6,88,62,80,48,10,200
C,,,9,143,Joven,Desconocido,Joven-Desconocido,620,18,20,30,50,11,120,14,8,30,24,10,64,12,0,80,60,66,36,10,172
C,,,11,137,Joven,Desconocido,Joven-Desconocido,920,24,32,32,60,26,208,24,10,48,28,14,90,14,0,120,82,106,64,16,268
C,,,11,140,Joven,Desconocido,Joven-Desconocido,900,22,30,38,52,23,168,20,12,50,28,12,90,14,0,100,84,102,62,10,258
C,,,10,144,Desconocido,Desconocido,Desconocido-Desconocido,920,22,32,32,62,26,184,24,12,46,26,14,86,16,8,106,80,112,46,14,252
C,,,12,139,Desconocido,Desconocido,Desconocido-Desconocido,860,24,36,32,52,24,160,22,12,40,30,14,84,12,0,108,80,94,50,14,238
C,,,11,140,Joven,Desconocido,Joven-Desconocido,940,24,30,36,58,26,168,26,10,42,28,14,84,14,10,120,102,108,54,18,282
C,,,10,143,Desconocido,Desconocido,Desconocido-Desconocido,940,20,30,34,60,24,184,24,10,44,28,18,90,16,0,92,80,110,64,14,268
D,C,Izquierdo,12,136,Desconocido,Desconocido,Desconocido-Desconocido,1100,20,38,40,66,34,192,30,14,60,36,18,114,10,0,122,90,130,68,14,302
D,C,Izquierdo,12,140,Desconocido,Desconocido,Desconocido-Desconocido,900,20,32,34,56,23,152,24,12,42,30,14,86,14,0,100,80,100,56,20,256
D,C,Izquierdo,12,143,Joven,Desconocido,Joven-Desconocido,1140,20,34,40,66,32,208,28,12,50,30,18,98,16,0,146,90,110,70,20,290
D,C,Izquierdo,11,134,Preadulto,Hembra,Preadulto-Hembra,960,24,32,38,60,29,200,26,12,46,36,16,98,14,10,110,82,110,66,26,284
D,C,Izquierdo,11,137,Desconocido,Desconocido,Desconocido-Desconocido,1140,22,38,38,64,33,192,30,14,50,38,16,104,12,0,150,98,132,74,22,326
D,C,Izquierdo,12,140,Joven,Desconocido,Joven-Desconocido,940,20,30,34,60,24,184,24,12,40,34,18,92,16,0,100,80,106,54,28,268
D,C,Izquierdo,12,135,Desconocido,Desconocido,Desconocido-Desconocido,900,12,40,32,52,20,176,24,12,48,30,14,92,14,0,100,80,112,72,20,284
D,C,Izquierdo,11,140,Preadulto,Hembra,Preadulto-Hembra,1000,20,38,36,62,30,192,28,12,48,36,18,102,16,0,108,92,108,58,24,282
D,C,Izquierdo,12,134,Joven,Desconocido,Joven-Desconocido,940,22,34,34,58,26,200,26,12,50,30,16,96,16,0,108,82,106,64,20,272
D,C,Izquierdo,11,140,Adulto,Hembra,Adulto-Hembra,1120,24,40,42,70,40,192,28,10,0,0,0,0,0,0,0,0,0,0,0,0
D,C,Izquierdo,10,143,Desconocido,Desconocido,Desconocido-Desconocido,740,20,24,26,48,11,136,20,10,0,22,10,32,0,0,86,60,80,42,12,194
D,C,Izquierdo,13,136,Desconocido,Desconocido,Desconocido-Desconocido,920,20,32,36,56,24,192,24,12,50,26,16,92,14,0,102,80,100,72,20,272
D,C,Izquierdo,13,140,Desconocido,Desconocido,Desconocido-Desconocido,940,22,32,38,54,25,168,24,12,40,24,16,80,14,0,104,86,100,76,22,284
D,C,Izquierdo,12,143,Desconocido,Desconocido,Desconocido-Desconocido,980,22,32,34,56,24,168,24,12,48,30,16,94,16,0,110,84,110,72,22,288
E,C,Izquierdo,12,135,Adulto,Macho,Adulto-Macho,1000,20,36,40,62,31,168,26,12,50,30,12,92,16,0,120,90,110,48,30,278
E,C,Izquierdo,13,138,Desconocido,Desconocido,Desconocido-Desconocido,720,18,26,26,30,3,128,20,10,40,22,8,70,16,0,86,58,74,46,10,188
E,C,Izquierdo,13,142,Desconocido,Desconocido,Desconocido-Desconocido,880,20,28,36,54,21,160,20,10,40,30,14,84,16,0,104,80,86,48,20,234
F,C,Derecho,9,134,Desconocido,Desconocido,Desconocido-Desconocido,1020,22,30,34,62,26,168,32,16,52,32,18,102,0,0,124,104,120,78,20,322
F,C,Derecho,12,138,Desconocido,Desconocido,Desconocido-Desconocido,1280,30,46,50,80,55,272,36,18,64,40,20,124,0,0,150,116,150,92,26,384
F,C,Derecho,12,141,Desconocido,Desconocido,Desconocido-Desconocido,1480,32,54,50,84,62,272,40,18,74,42,22,138,14,0,174,148,168,100,40,456
F,C,Derecho,10,136,Adulto,Hembra,Adulto-Hembra,1720,42,66,58,96,80,320,46,20,88,50,18,156,0,0,194,150,210,120,32,512
F,C,Derecho,12,138,Adulto,Hembra,Adulto-Hembra,1700,36,64,66,94,79,296,42,20,90,48,24,162,0,0,226,150,216,136,24,526
F,C,Derecho,11,141,Adulto,Hembra,Adulto-Hembra,1760,38,68,72,100,83,296,46,20,84,50,24,158,0,0,212,162,210,114,22,508
F,C,Derecho,12,135,Adulto,Macho,Adulto-Macho,1180,32,48,44,76,52,224,34,14,56,32,22,110,18,0,150,100,140,78,20,338
F,C,Derecho,13,139,Desconocido,Desconocido,Desconocido-Desconocido,1400,34,46,50,80,57,232,38,18,0,0,20,20,18,10,160,120,154,60,40,374
F,C,Derecho,12,142,Desconocido,Desconocido,Desconocido-Desconocido,1720,32,50,52,86,62,240,40,20,60,44,20,124,20,0,180,140,176,108,16,440
F,C,Derecho,8,139,Adulto,Macho,Adulto-Macho,1360,24,50,50,76,52,216,32,12,50,40,20,110,0,0,170,110,150,70,20,350
F,C,Derecho,9,143,Desconocido,Desconocido,Desconocido-Desconocido,1160,28,40,40,70,41,208,30,12,50,40,14,104,16,10,142,100,134,70,22,326
F,C,Derecho,12,138,Adulto,Hembra,Adulto-Hembra,1800,34,66,68,96,81,304,50,20,80,54,30,164,0,0,246,166,224,124,22,536
F,C,Derecho,12,141,Desconocido,Desconocido,Desconocido-Desconocido,1500,26,50,56,88,62,256,38,20,60,0,0,60,0,0,170,112,170,100,0,382
F,C,Derecho,12,143,Desconocido,Desconocido,Desconocido-Desconocido,1400,32,50,48,80,57,240,40,18,70,40,18,128,20,10,160,126,162,90,26,404
F,C,Derecho,11,138,Adulto,Hembra,Adulto-Hembra,1320,32,50,50,72,54,208,34,16,70,38,16,124,20,12,150,122,160,100,20,402
F,C,Derecho,12,142,Preadulto,Macho,Preadulto-Macho,1220,24,38,42,72,40,216,30,16,66,32,18,116,16,0,150,110,144,88,16,358
F,C,Derecho,11,132,Desconocido,Desconocido,Desconocido-Desconocido,1120,20,26,36,64,25,184,28,12,60,30,18,108,0,0,110,90,112,70,18,290
F,C,Derecho,13,138,Preadulto,Hembra,Preadulto-Hembra,1140,22,38,42,68,37,184,30,14,60,34,18,112,16,8,128,110,128,78,14,330
F,C,Derecho,11,143,Adulto,Hembra,Adulto-Hembra,1180,24,42,46,66,41,224,30,14,60,32,16,108,16,0,150,110,138,80,18,346
F,C,Derecho,11,134,Desconocido,Desconocido,Desconocido-Desconocido,980,24,34,36,60,29,184,30,12,60,30,18,108,16,0,110,92,118,62,18,290
F,C,Derecho,13,139,Desconocido,Desconocido,Desconocido-Desconocido,960,22,38,42,58,32,184,26,12,60,28,14,102,16,0,116,90,106,66,16,278
F,C,Derecho,11,138,Desconocido,Desconocido,Desconocido-Desconocido,1000,20,30,40,66,30,176,28,12,52,30,16,98,16,0,120,88,110,70,20,288
F,C,Derecho,11,141,Desconocido,Desconocido,Desconocido-Desconocido,1080,22,36,38,68,34,184,26,10,60,34,14,108,18,0,130,100,110,0,0,210
G,C,Central,14,132,Desconocido,Desconocido,Desconocido-Desconocido,780,18,30,30,50,16,136,20,10,0,26,14,40,12,6,106,70,88,66,24,248
G,C,Central,12,135,Desconocido,Desconocido,Desconocido-Desconocido,1380,22,48,54,80,54,200,36,16,70,40,22,132,16,12,198,124,168,94,26,412
G,C,Central,13,139,Desconocido,Desconocido,Desconocido-Desconocido,1580,32,62,60,84,71,272,36,16,70,46,16,132,22,0,200,136,182,108,48,474
G,C,Central,13,139,Adulto,Hembra,Adulto-Hembra,1800,28,60,60,94,73,240,44,20,90,46,22,158,22,0,206,164,218,148,46,576
G,C,Central,13,143,Adulto,Hembra,Adulto-Hembra,1320,26,48,50,70,49,240,36,14,70,40,20,130,18,6,170,114,154,60,26,354
G,C,Central,11,137,Adulto,Hembra,Adulto-Hembra,1420,30,56,50,80,60,240,34,12,70,46,20,136,16,0,186,124,166,94,32,416
G,C,Central,11,140,Adulto,Macho,Adulto-Macho,1320,30,50,56,78,59,240,34,18,70,40,22,132,12,0,150,120,158,88,22,388
G,C,Central,13,135,Desconocido,Desconocido,Desconocido-Desconocido,1300,30,46,46,78,52,240,30,14,70,34,18,122,18,0,172,120,152,84,20,376
G,C,Central,12,139,Adulto,Macho,Adulto-Macho,1160,32,42,44,72,47,224,30,14,64,30,18,112,18,0,138,100,140,70,20,330
G,C,Central,12,142,Desconocido,Desconocido,Desconocido-Desconocido,980,24,38,42,64,36,200,28,12,48,30,14,92,14,10,110,86,116,50,18,270
H,D,Izquierdo,11,136,Desconocido,Desconocido,Desconocido-Desconocido,1260,32,42,44,72,47,200,30,16,50,36,18,104,18,12,150,100,142,80,24,346
H,D,Izquierdo,11,139,Desconocido,Desconocido,Desconocido-Desconocido,1260,30,50,48,68,50,200,30,12,78,36,18,132,14,0,0,0,126,70,18,214
H,D,Izquierdo,14,133,Joven,Desconocido,Joven-Desconocido,720,18,30,28,48,14,144,16,10,40,22,10,72,10,0,84,60,70,44,8,182
H,D,Izquierdo,13,139,Joven,Desconocido,Joven-Desconocido,700,16,24,28,50,11,128,20,10,40,22,8,70,12,0,80,60,66,42,8,176
I,A,Izquierdo,17,141,Adulto,Hembra,Adulto-Hembra,1580,32,58,52,82,64,240,36,18,80,44,24,148,0,0,190,134,150,122,30,436
I,A,Izquierdo,14,137,Adulto,Hembra,Adulto-Hembra,1680,34,60,52,88,69,256,40,18,70,46,22,138,0,10,208,130,170,108,46,454
I,A,Izquierdo,10,139,Adulto,Hembra,Adulto-Hembra,1520,36,56,54,86,68,248,38,18,80,50,20,150,0,0,186,130,178,80,20,408
I,A,Izquierdo,12,142,Preadulto,Hembra,Preadulto-Hembra,1340,30,52,50,78,57,216,34,12,52,40,20,112,12,0,164,0,120,104,22,246
I,A,Izquierdo,14,138,Joven,Desconocido,Joven-Desconocido,840,20,34,38,58,27,200,20,8,20,36,10,66,14,10,98,58,92,58,20,228
I,A,Izquierdo,15,141,Joven,Desconocido,Joven-Desconocido,1040,24,44,40,62,37,200,26,12,50,32,14,96,16,0,126,90,126,70,20,306
I,A,Izquierdo,11,139,Joven,Desconocido,Joven-Desconocido,1100,20,44,46,68,41,208,28,12,60,30,16,106,18,0,130,94,134,60,22,310
I,A,Izquierdo,11,142,Joven,Desconocido,Joven-Desconocido,1200,26,46,40,70,43,176,30,14,70,30,20,120,18,0,144,104,140,84,24,352
I,A,Izquierdo,12,137,Joven,Desconocido,Joven-Desconocido,1220,22,48,50,70,47,208,30,14,64,40,20,124,20,0,154,80,152,90,20,342
I,A,Izquierdo,12,141,Joven,Desconocido,Joven-Desconocido,1220,24,46,46,70,45,200,30,12,50,34,20,104,20,0,140,110,150,90,20,370
I,A,Izquierdo,8,136,Desconocido,Desconocido,Desconocido-Desconocido,1500,30,50,54,82,60,240,36,14,0,0,18,18,20,0,200,136,170,110,20,436
I,A,Izquierdo,9,138,Adulto,Hembra,Adulto-Hembra,1480,30,50,58,90,66,256,40,16,66,36,20,122,24,0,200,140,170,100,22,432
I,A,Izquierdo,10,142,Adulto,Macho,Adulto-Macho,1260,28,46,44,74,48,208,28,12,70,40,20,130,20,0,140,120,160,90,20,390
I,A,Izquierdo,11,136,Desconocido,Desconocido,Desconocido-Desconocido,1540,34,56,56,68,59,256,40,18,86,50,20,156,26,14,182,146,192,110,18,466
I,A,Izquierdo,12,140,Adulto,Hembra,Adulto-Hembra,1380,30,46,44,80,52,240,34,12,70,40,22,132,22,0,160,116,134,94,18,362
I,A,Izquierdo,11,142,Desconocido,Desconocido,Desconocido-Desconocido,800,18,30,34,54,20,160,24,10,30,24,14,68,14,0,94,44,90,52,20,206
I,A,Izquierdo,14,138,Desconocido,Desconocido,Desconocido-Desconocido,1200,28,44,48,70,47,200,26,10,0,0,12,12,18,10,160,104,142,70,30,346
I,A,Izquierdo,14,141,Adulto,Hembra,Adulto-Hembra,1240,30,40,44,72,45,208,30,16,80,30,20,130,20,0,140,110,166,78,20,374
I,A,Izquierdo,13,144,Adulto,Hembra,Adulto-Hembra,1240,40,40,40,70,47,208,32,16,80,30,20,130,0,0,148,112,156,90,20,378
I,A,Izquierdo,8,139,Desconocido,Desconocido,Desconocido-Desconocido,1160,28,40,46,72,45,216,30,14,70,30,20,120,20,0,128,100,134,76,20,330
I,A,Izquierdo,9,143,Adulto,Macho,Adulto-Macho,1160,26,44,44,66,42,216,30,12,80,38,18,136,12,0,146,110,140,80,20,350
I,A,Izquierdo,10,138,Adulto,Hembra,Adulto-Hembra,1240,34,44,48,68,49,200,32,14,70,34,20,124,16,0,146,110,140,74,22,346
I,A,Izquierdo,11,141,Adulto,Hembra,Adulto-Hembra,1200,26,50,50,72,51,200,26,12,70,38,20,128,20,10,144,112,148,84,20,364
I,A,Izquierdo,10,143,Joven,Desconocido,Joven-Desconocido,720,20,28,30,50,16,144,18,8,36,16,12,64,10,0,90,58,76,44,10,188
I,A,Izquierdo,14,140,Adulto,Hembra,Adulto-Hembra,1180,22,40,42,70,39,232,32,16,60,34,20,114,20,0,156,106,140,80,20,346
I,A,Izquierdo,10,138,Desconocido,Desconocido,Desconocido-Desconocido,1280,26,52,46,76,52,216,32,14,80,30,22,132,20,0,166,130,160,106,28,424
I,A,Izquierdo,10,142,Adulto,Hembra,Adulto-Hembra,1240,30,48,46,76,52,224,34,16,70,38,20,128,20,0,154,112,152,86,22,372
I,A,Izquierdo,13,138,Desconocido,Desconocido,Desconocido-Desconocido,1180,26,40,44,68,41,208,30,14,60,30,20,110,18,0,144,90,130,68,18,306
I,A,Izquierdo,13,141,Desconocido,Desconocido,Desconocido-Desconocido,1200,28,40,44,70,43,224,30,14,60,34,20,114,20,0,140,104,138,80,18,340
I,A,Izquierdo,9,136,Adulto,Macho,Adulto-Macho,1400,30,56,54,72,58,224,36,18,66,40,20,126,20,12,186,134,174,100,16,424
I,A,Izquierdo,7,139,Adulto,Hembra,Adulto-Hembra,1380,30,48,50,80,56,240,34,16,60,40,22,122,20,0,154,122,164,98,20,404
I,A,Izquierdo,10,141,Adulto,Hembra,Adulto-Hembra,1540,30,60,54,82,65,232,40,18,84,40,22,146,20,0,186,136,190,106,20,452
I,A,Izquierdo,13,135,Desconocido,Desconocido,Desconocido-Desconocido,1100,26,44,46,76,48,216,30,12,60,32,20,112,18,10,144,106,140,80,20,346
I,A,Izquierdo,14,139,Adulto,Macho,Adulto-Macho,1200,28,42,46,78,49,192,30,14,70,40,18,128,20,12,140,114,130,74,16,334
I,A,Izquierdo,10,135,Adulto,Hembra,Adulto-Hembra,1200,26,44,42,76,46,200,32,16,60,32,16,108,20,10,170,114,152,80,14,360
I,A,Izquierdo,8,138,Adulto,Macho,Adulto-Macho,1420,30,46,54,88,61,240,34,18,80,44,18,142,22,12,180,116,148,108,32,404
I,A,Izquierdo,11,140,Desconocido,Desconocido,Desconocido-Desconocido,1200,24,42,42,72,42,200,30,14,80,34,18,132,20,0,154,104,140,80,28,352
I,A,Izquierdo,14,138,Adulto,Hembra,Adulto-Hembra,1320,24,48,48,74,49,240,36,16,70,40,22,132,18,0,140,126,166,100,18,410
I,A,Izquierdo,14,143,Desconocido,Desconocido,Desconocido-Desconocido,1300,30,50,52,78,57,224,34,16,76,38,20,134,20,0,130,118,160,98,18,394
I,A,Izquierdo,9,142,Joven,Desconocido,Joven-Desconocido,940,16,30,32,64,23,160,30,10,60,30,20,110,20,0,114,96,116,74,20,306
I,A,Izquierdo,10,138,Desconocido,Desconocido,Desconocido-Desconocido,1300,30,50,42,80,53,240,36,14,70,40,18,128,18,12,110,124,162,104,20,410
I,A,Izquierdo,15,138,Desconocido,Desconocido,Desconocido-Desconocido,920,22,32,34,60,26,184,24,10,44,30,18,92,0,0,120,82,126,68,12,288
I,A,Izquierdo,13,143,Desconocido,Desconocido,Desconocido-Desconocido,1240,22,54,48,74,51,208,34,14,70,40,18,128,20,12,160,124,162,84,16,386
I,A,Izquierdo,10,139,Adulto,Macho,Adulto-Macho,1540,32,60,56,96,74,272,40,16,72,40,20,132,24,0,180,140,156,70,30,396
I,A,Izquierdo,10,143,Adulto,Hembra,Adulto-Hembra,1460,30,52,56,86,64,240,40,18,82,42,20,144,22,0,194,134,182,108,24,448
I,A,Izquierdo,14,135,Desconocido,Desconocido,Desconocido-Desconocido,1380,32,52,44,80,56,280,42,18,60,40,22,122,20,0,180,120,170,86,30,406
I,A,Izquierdo,13,140,Adulto,Macho,Adulto-Macho,1300,26,46,48,76,50,240,36,16,60,40,20,120,20,10,170,124,146,94,22,386
I,A,Izquierdo,8,135,Adulto,Hembra,Adulto-Hembra,1200,24,40,48,76,46,224,32,14,80,40,18,138,20,0,148,116,132,80,14,342
I,A,Izquierdo,9,139,Desconocido,Desconocido,Desconocido-Desconocido,1440,28,44,50,82,54,264,38,18,80,40,18,138,20,0,190,150,180,90,18,438
I,A,Izquierdo,13,134,Desconocido,Desconocido,Desconocido-Desconocido,1120,28,42,46,70,45,208,34,14,80,34,20,134,20,0,134,100,144,84,16,344
